"netustm","gender","age","married","urban","native","edulevel","paidwork","happy","household","cntry"
0,"female",77,"not married","urban","native","Grundskole",0,8,1,"GB"
60,"female",32,"married","rural","native","Kort/Mellemlang videregående",0,7,3,"GB"
300,"male",48,"not married","urban","native","Erhvervsuddannelse",1,5,1,"GB"
NA,"male",65,"married","rural","native","Grundskole",1,8,1,"GB"
180,"female",54,"married","rural","native","Erhvervsuddannelse",0,5,4,"GB"
NA,"male",56,"not married","rural","native","Erhvervsuddannelse",0,5,2,"GB"
60,"male",68,"married","rural","native","Erhvervsuddannelse",0,8,2,"GB"
120,"female",55,"married","rural","native","Grundskole",1,7,1,"GB"
180,"male",64,"married","urban","native","Erhvervsuddannelse",1,7,3,"GB"
180,"male",33,"married","rural","non-native","Lang videregående",1,8,2,"GB"
120,"female",51,"married","rural","native","Kort/Mellemlang videregående",1,4,3,"GB"
NA,"female",76,"married","urban","native","Grundskole",0,5,2,"GB"
NA,"male",83,"married","rural","native","Grundskole",0,10,2,"GB"
720,"male",60,"not married","rural","native","Kort/Mellemlang videregående",1,4,1,"GB"
300,"male",18,"not married","rural","native","Erhvervsuddannelse",0,8,5,"GB"
60,"male",77,"married","urban","native","Grundskole",0,8,2,"GB"
120,"male",67,"not married","rural","native","Kort/Mellemlang videregående",1,3,2,"GB"
NA,"male",83,"not married","rural","native","Grundskole",0,5,2,"GB"
360,"male",49,"married","rural","native","Kort/Mellemlang videregående",1,6,4,"GB"
120,"female",41,"married","urban","native","Erhvervsuddannelse",1,6,4,"GB"
120,"female",75,"not married","urban","native","Lang videregående",0,9,1,"GB"
420,"male",41,"married","urban","native","Lang videregående",1,7,4,"GB"
120,"female",74,"not married","rural","native","Lang videregående",0,6,1,"GB"
600,"male",36,"married","urban","native","Lang videregående",1,6,2,"GB"
120,"male",50,"married","urban","native","Gymnasium",1,7,3,"GB"
30,"female",72,"not married","rural","native","Gymnasium",0,3,1,"GB"
60,"male",74,"married","urban","native","Grundskole",0,10,2,"GB"
180,"female",37,"married","urban","native","Lang videregående",0,9,5,"GB"
180,"male",53,"not married","rural","native","Erhvervsuddannelse",1,8,2,"GB"
300,"male",67,"married","rural","non-native","Lang videregående",0,6,2,"GB"
240,"female",75,"married","rural","native","Gymnasium",0,5,2,"GB"
60,"female",64,"not married","urban","native","Kort/Mellemlang videregående",0,7,1,"GB"
900,"female",18,"not married","rural","native","Erhvervsuddannelse",0,10,2,"GB"
600,"male",31,"not married","urban","native","Erhvervsuddannelse",0,7,4,"GB"
120,"female",55,"married","rural","native","Grundskole",1,8,1,"GB"
60,"female",47,"married","rural","non-native","Gymnasium",1,9,3,"GB"
45,"female",59,"married","rural","native","Kort/Mellemlang videregående",0,5,2,"GB"
600,"female",36,"married","urban","non-native","Kort/Mellemlang videregående",1,7,3,"GB"
NA,"female",84,"not married","rural","native","Grundskole",0,8,1,"GB"
NA,"female",81,"not married","rural","native","Gymnasium",0,10,1,"GB"
480,"female",28,"not married","urban","native","Kort/Mellemlang videregående",1,7,1,"GB"
180,"female",56,"not married","rural","native","Grundskole",1,7,1,"GB"
300,"female",30,"not married","urban","native","Lang videregående",1,8,2,"GB"
NA,"female",78,"not married","rural","native","Kort/Mellemlang videregående",0,7,1,"GB"
120,"female",69,"not married","rural","native","Kort/Mellemlang videregående",0,7,1,"GB"
600,"female",50,"not married","rural","native","Kort/Mellemlang videregående",1,6,3,"GB"
NA,"female",78,"not married","rural","native","Grundskole",0,7,1,"GB"
NA,"female",70,"married","rural","native","Grundskole",0,9,2,"GB"
420,"female",52,"not married","rural","native","Kort/Mellemlang videregående",1,8,1,"GB"
600,"female",55,"not married","rural","non-native","Lang videregående",1,7,3,"GB"
540,"male",56,"married","rural","native","Erhvervsuddannelse",1,10,3,"GB"
NA,"female",57,"married","rural","native","Grundskole",1,10,3,"GB"
600,"female",23,"not married","urban","non-native","Kort/Mellemlang videregående",1,8,3,"GB"
420,"female",16,"not married","rural","native","Grundskole",0,7,3,"GB"
120,"male",32,"married","rural","non-native","Lang videregående",1,9,3,"GB"
120,"female",55,"married","rural","native","Kort/Mellemlang videregående",1,8,5,"GB"
210,"male",36,"not married","urban","native","Erhvervsuddannelse",0,4,1,"GB"
480,"male",34,"married","rural","native","Lang videregående",1,9,3,"GB"
90,"male",71,"married","rural","native","Kort/Mellemlang videregående",0,8,2,"GB"
90,"male",72,"not married","rural","native","Gymnasium",0,8,1,"GB"
420,"male",32,"not married","urban","native","Kort/Mellemlang videregående",0,4,1,"GB"
300,"female",25,"not married","rural","native","Kort/Mellemlang videregående",1,9,1,"GB"
NA,"female",89,"not married","urban","native","Gymnasium",0,8,2,"GB"
120,"female",79,"not married","rural","native","Grundskole",0,7,1,"GB"
360,"female",38,"married","rural","native","Erhvervsuddannelse",1,7,4,"GB"
NA,"male",77,"married","rural","native","Lang videregående",0,9,1,"GB"
300,"male",53,"married","rural","non-native","Lang videregående",1,9,2,"GB"
600,"female",37,"not married","urban","non-native","Lang videregående",1,7,2,"GB"
300,"male",16,"not married","rural","native","Gymnasium",0,7,7,"GB"
120,"male",70,"married","urban","native","Erhvervsuddannelse",0,8,2,"GB"
240,"male",47,"married","urban","native","Kort/Mellemlang videregående",1,4,4,"GB"
120,"female",34,"married","rural","native","Kort/Mellemlang videregående",1,8,4,"GB"
300,"male",49,"not married","rural","native","Erhvervsuddannelse",1,10,1,"GB"
NA,"female",89,"not married","rural","native","Lang videregående",0,6,1,"GB"
60,"female",87,"not married","rural","native","Lang videregående",0,7,1,"GB"
240,"male",65,"married","rural","native","Erhvervsuddannelse",1,9,2,"GB"
300,"male",40,"married","urban","non-native","Kort/Mellemlang videregående",1,7,5,"GB"
480,"female",24,"not married","rural","native","Erhvervsuddannelse",1,8,1,"GB"
360,"female",59,"not married","rural","native","Grundskole",0,3,1,"GB"
240,"male",70,"married","rural","native","Erhvervsuddannelse",0,8,1,"GB"
NA,"male",999,"not married","rural","native","Lang videregående",0,10,1,"GB"
240,"male",82,"married","rural","native","Grundskole",0,9,2,"GB"
390,"male",16,"not married","urban","native","Grundskole",0,8,4,"GB"
NA,"male",83,"married","rural","non-native","Grundskole",0,10,1,"GB"
45,"female",73,"not married","urban","native","Erhvervsuddannelse",0,8,1,"GB"
90,"male",61,"not married","rural","native","Erhvervsuddannelse",0,7,1,"GB"
90,"male",59,"not married","rural","native","Gymnasium",1,7,1,"GB"
NA,"female",75,"not married","rural","native","Erhvervsuddannelse",0,4,1,"GB"
120,"male",50,"not married","rural","native","Erhvervsuddannelse",1,7,4,"GB"
120,"female",65,"married","urban","native","Erhvervsuddannelse",1,8,2,"GB"
90,"male",70,"not married","rural","native","Grundskole",0,7,1,"GB"
720,"female",64,"not married","urban","native","Lang videregående",1,7,1,"GB"
600,"female",45,"married","urban","non-native","Lang videregående",1,9,3,"GB"
NA,"female",80,"not married","rural","non-native","Grundskole",0,9,1,"GB"
150,"female",32,"married","rural","native","Kort/Mellemlang videregående",1,9,2,"GB"
10,"female",73,"married","rural","native","Gymnasium",0,10,2,"GB"
360,"female",37,"married","urban","non-native","Kort/Mellemlang videregående",0,9,3,"GB"
NA,"female",83,"not married","rural","native","Erhvervsuddannelse",0,4,1,"GB"
300,"male",25,"not married","rural","native","Erhvervsuddannelse",1,9,1,"GB"
60,"male",65,"married","rural","non-native","Erhvervsuddannelse",1,9,2,"GB"
60,"female",44,"married","rural","native","Gymnasium",1,9,7,"GB"
600,"female",26,"not married","urban","native","Kort/Mellemlang videregående",1,8,2,"GB"
480,"female",36,"not married","rural","non-native","Grundskole",1,5,5,"GB"
NA,"female",52,"married","urban","non-native","Lang videregående",1,9,3,"GB"
60,"female",999,"not married","rural","native","Erhvervsuddannelse",1,9,1,"GB"
180,"female",52,"not married","rural","native","Lang videregående",0,4,1,"GB"
120,"female",48,"married","rural","native","Kort/Mellemlang videregående",0,7,3,"GB"
120,"female",52,"married","rural","native","Erhvervsuddannelse",1,8,1,"GB"
300,"female",18,"not married","urban","non-native","Gymnasium",0,10,5,"GB"
80,"male",65,"married","rural","native","Grundskole",1,10,4,"GB"
NA,"male",57,"not married","urban","native","Grundskole",0,4,1,"GB"
NA,"male",49,"married","rural","non-native","Grundskole",1,8,3,"GB"
240,"female",43,"not married","urban","non-native","Lang videregående",1,8,2,"GB"
180,"female",78,"married","urban","native","Erhvervsuddannelse",0,8,2,"GB"
NA,"male",61,"not married","rural","native","Grundskole",0,5,1,"GB"
NA,"female",79,"married","rural","native","Grundskole",0,8,2,"GB"
NA,"male",72,"married","urban","native","Kort/Mellemlang videregående",0,7,2,"GB"
60,"female",49,"married","rural","native","Erhvervsuddannelse",1,7,3,"GB"
15,"female",56,"married","rural","native","Kort/Mellemlang videregående",0,8,2,"GB"
480,"male",55,"not married","urban","native","Gymnasium",1,7,1,"GB"
60,"male",46,"married","rural","native","Erhvervsuddannelse",1,8,5,"GB"
360,"male",58,"not married","rural","native","Erhvervsuddannelse",0,5,3,"GB"
NA,"female",68,"not married","rural","native","Erhvervsuddannelse",0,9,1,"GB"
NA,"male",81,"married","rural","native","Kort/Mellemlang videregående",0,8,2,"GB"
840,"female",27,"not married","rural","native","Kort/Mellemlang videregående",1,7,2,"GB"
300,"female",28,"married","rural","native","Kort/Mellemlang videregående",0,8,2,"GB"
60,"male",64,"married","rural","native","Lang videregående",0,2,2,"GB"
60,"male",67,"married","urban","native","Gymnasium",0,9,2,"GB"
NA,"female",80,"not married","urban","non-native","Lang videregående",0,7,2,"GB"
60,"female",64,"not married","urban","native","Gymnasium",0,9,2,"GB"
120,"female",33,"married","rural","non-native","Lang videregående",0,10,5,"GB"
600,"female",51,"not married","rural","native","Kort/Mellemlang videregående",1,8,2,"GB"
NA,"female",84,"married","rural","native","Erhvervsuddannelse",0,9,1,"GB"
180,"male",69,"married","rural","native","Kort/Mellemlang videregående",0,10,2,"GB"
60,"male",57,"not married","rural","native","Gymnasium",1,8,1,"GB"
60,"male",74,"married","urban","non-native","Lang videregående",0,0,2,"GB"
420,"female",57,"married","rural","native","Lang videregående",1,7,4,"GB"
60,"female",69,"married","rural","native","Kort/Mellemlang videregående",1,8,2,"GB"
120,"male",81,"married","rural","native","Lang videregående",0,4,2,"GB"
60,"male",76,"not married","rural","native","Lang videregående",0,7,1,"GB"
150,"male",58,"married","urban","native","Erhvervsuddannelse",1,9,2,"GB"
240,"male",23,"not married","rural","native","Kort/Mellemlang videregående",1,10,1,"GB"
180,"female",64,"married","rural","native","Kort/Mellemlang videregående",0,8,2,"GB"
NA,"female",89,"married","rural","native","Kort/Mellemlang videregående",0,9,2,"GB"
30,"male",66,"married","rural","native","Grundskole",0,10,6,"GB"
120,"male",53,"married","rural","native","Gymnasium",1,2,6,"GB"
NA,"male",63,"married","rural","non-native","Grundskole",0,10,1,"GB"
NA,"female",78,"married","rural","native","Grundskole",0,8,2,"GB"
120,"female",70,"married","rural","native","Lang videregående",0,7,2,"GB"
720,"female",41,"not married","urban","non-native","Lang videregående",1,3,1,"GB"
360,"female",42,"married","urban","non-native","Grundskole",1,8,3,"GB"
480,"male",24,"not married","urban","non-native","Lang videregående",0,8,3,"GB"
900,"male",29,"not married","urban","native","Erhvervsuddannelse",1,4,2,"GB"
180,"female",63,"married","rural","native","Lang videregående",0,9,3,"GB"
300,"female",68,"married","rural","native","Gymnasium",0,9,1,"GB"
240,"male",65,"married","rural","native","Erhvervsuddannelse",1,9,2,"GB"
120,"female",61,"married","rural","native","Kort/Mellemlang videregående",1,8,2,"GB"
720,"male",30,"married","urban","native","Kort/Mellemlang videregående",1,8,2,"GB"
240,"female",56,"married","rural","native","Gymnasium",0,7,2,"GB"
420,"female",35,"married","rural","non-native","Lang videregående",1,7,2,"GB"
30,"female",31,"married","urban","non-native","Lang videregående",1,9,4,"GB"
180,"female",79,"not married","rural","native","Lang videregående",0,5,1,"GB"
120,"male",54,"not married","urban","native","Kort/Mellemlang videregående",1,6,2,"GB"
NA,"female",84,"not married","rural","native","Gymnasium",0,7,1,"GB"
120,"male",67,"not married","rural","native","Erhvervsuddannelse",0,9,1,"GB"
60,"female",72,"not married","rural","native","Kort/Mellemlang videregående",0,9,2,"GB"
240,"female",58,"married","urban","native","Lang videregående",1,9,2,"GB"
300,"male",79,"married","urban","native","Grundskole",0,8,2,"GB"
180,"male",24,"not married","rural","native","Gymnasium",1,8,1,"GB"
300,"female",58,"not married","rural","non-native","Lang videregående",1,8,2,"GB"
NA,"male",74,"not married","rural","native","Lang videregående",0,8,1,"GB"
300,"male",66,"not married","rural","native","Lang videregående",1,8,2,"GB"
600,"female",28,"not married","rural","native","Kort/Mellemlang videregående",1,5,1,"GB"
300,"female",34,"not married","urban","native","Lang videregående",1,3,1,"GB"
180,"male",48,"married","rural","native","Kort/Mellemlang videregående",1,3,4,"GB"
120,"female",61,"not married","rural","native","Erhvervsuddannelse",0,7,2,"GB"
NA,"female",83,"not married","urban","native","Grundskole",0,3,1,"GB"
720,"male",55,"married","rural","native","Kort/Mellemlang videregående",1,5,1,"GB"
720,"female",42,"married","urban","native","Lang videregående",1,10,4,"GB"
300,"female",29,"not married","urban","native","Lang videregående",0,5,2,"GB"
180,"female",65,"married","rural","native","Kort/Mellemlang videregående",0,9,1,"GB"
540,"male",41,"married","rural","native","Lang videregående",1,8,4,"GB"
300,"female",39,"married","rural","non-native","Kort/Mellemlang videregående",0,9,4,"GB"
180,"male",61,"married","rural","native","Grundskole",1,8,2,"GB"
30,"male",61,"married","rural","native","Kort/Mellemlang videregående",1,10,2,"GB"
60,"male",56,"married","rural","native","Grundskole",1,5,2,"GB"
120,"male",48,"married","urban","native","Lang videregående",1,8,4,"GB"
150,"male",55,"married","rural","native","Erhvervsuddannelse",1,9,2,"NO"
480,"female",58,"married","urban","native","Erhvervsuddannelse",1,7,2,"NO"
300,"female",35,"married","rural","native","Lang videregående",1,9,5,"NO"
300,"male",18,"not married","rural","native","Gymnasium",1,3,4,"NO"
660,"male",22,"not married","urban","native","Erhvervsuddannelse",1,5,1,"NO"
390,"male",57,"not married","rural","native","Erhvervsuddannelse",1,9,1,"NO"
90,"male",48,"married","rural","native","Kort/Mellemlang videregående",1,9,4,"NO"
420,"female",46,"not married","rural","native","Lang videregående",1,10,4,"NO"
360,"male",35,"not married","urban","native","Erhvervsuddannelse",1,8,5,"NO"
600,"female",30,"not married","rural","native","Kort/Mellemlang videregående",1,9,2,"NO"
600,"male",30,"not married","rural","native","Erhvervsuddannelse",1,8,6,"NO"
240,"female",32,"married","rural","native","Erhvervsuddannelse",1,10,4,"NO"
360,"female",20,"not married","rural","native","Erhvervsuddannelse",1,9,2,"NO"
60,"male",74,"married","rural","native","Erhvervsuddannelse",0,10,2,"NO"
